latitude,longitude,nom_long,res_com
48.84717991,2.385243715,Reuilly-Diderot,METRO 1
48.86790534,2.31354555,Champs-Élysées – Clemenceau,METRO 1
48.84733558,2.408089407,Porte de Vincennes,METRO 1
48.84642308,2.418759787,Saint-Mandé,METRO 1
48.86943888,2.308607494,Franklin D. Roosevelt,METRO 1
48.87514982,2.295904905,Charles De Gaulle-Étoile,METRO 1
48.84586898,2.373774423,Gare de Lyon,METRO 1
48.85928733,2.345803056,Châtelet,METRO 1
48.84547071,2.429205166,Bérault,METRO 1
48.8662858,2.322943412,Concorde,METRO 1
48.86234803,2.336496461,Palais Royal - Musée du Louvre,METRO 1
48.8847082,2.260515079,Pont de Neuilly,METRO 1
48.86434378,2.330129877,Tuileries,METRO 1
48.84757937,2.395554512,Nation,METRO 1
48.88813848,2.249792769,Esplanade de la Défense,METRO 1
48.87533684,2.290127509,Argentine,METRO 1
48.87202381,2.300560451,George V,METRO 1
48.86080629,2.341108592,Louvre-Rivoli,METRO 1
48.85523625,2.36095649,Saint-Paul,METRO 1
48.89218708,2.237018056,La Défense,METRO 1
48.85200903,2.368674584,Bastille,METRO 1
48.84445639,2.440439978,Château de Vincennes,METRO 1
48.85747798,2.351577563,Hôtel de Ville,METRO 1
48.8810165,2.272238941,Les Sablons,METRO 1
48.87755125,2.283162242,Porte Maillot,METRO 1
48.84793481,2.264218776,Michel Ange-Auteuil,METRO 10
48.85103175,2.326102313,Sèvres-Babylone,METRO 10
48.8452047,2.266441542,Chardon Lagache,METRO 10
48.85301677,2.335502052,Mabillon,METRO 10
48.84074502,2.228536981,Boulogne - Pont de Saint-Cloud,METRO 10
48.84797154,2.25774468,Porte d'Auteuil,METRO 10
48.84200535,2.238887327,Boulogne - Jean Jaurès,METRO 10
48.84665685,2.351623255,Cardinal Lemoine,METRO 10
48.84698911,2.317005236,Duroc,METRO 10
48.8424368,2.365184812,Gare d'Austerlitz,METRO 10
48.84957521,2.298625127,La Motte Picquet-Grenelle,METRO 10
48.84715005,2.269135873,Église d'Auteuil,METRO 10
48.84615112,2.354917984,Jussieu,METRO 10
48.85008988,2.348208774,Maubert-Mutualité,METRO 10
48.85105028,2.344273345,Cluny-La Sorbonne,METRO 10
48.8461572,2.278400386,Javel - André Citroën,METRO 10
48.84699703,2.29501913,Avenue Émile Zola,METRO 10
48.84653464,2.285999222,Charles Michels,METRO 10
48.84524757,2.261623492,Michel Ange-Molitor,METRO 10
48.84713101,2.272763753,Mirabeau,METRO 10
48.85193594,2.340613006,Odéon,METRO 10
48.84706613,2.307402241,Ségur,METRO 10
48.84881637,2.321257863,Vaneau,METRO 10
48.87976125,2.416479644,Mairie des Lilas,METRO 11
48.8831359,2.440822205,Romainville - Carnot,METRO 11
48.86532271,2.356729869,Arts et Métiers,METRO 11
48.86995751,2.37109484,Goncourt,METRO 11
48.87547446,2.398867597,Télégraphe,METRO 11
48.87388185,2.385316215,Pyrénées,METRO 11
48.88131606,2.427185578,Serge Gainsbourg,METRO 11
48.88224373,2.467356117,Coteaux Beauclair,METRO 11
48.85763141,2.348036565,Châtelet,METRO 11
48.87511182,2.389415032,Jourdain,METRO 11
48.87680639,2.393056092,Place des Fêtes,METRO 11
48.87717482,2.406480157,Porte des Lilas,METRO 11
48.86799911,2.365074861,République,METRO 11
48.8827516,2.480511148,Rosny-Bois-Perrier,METRO 11
48.8783367,2.454714211,Montreuil - Hôpital,METRO 11
48.87799339,2.465471747,La Dhuys,METRO 11
48.87184879,2.376593684,Belleville,METRO 11
48.86120499,2.353495741,Rambuteau,METRO 11
48.85745183,2.351008461,Hôtel de Ville,METRO 11
48.86616711,2.323175681,Concorde,METRO 12
48.891465,2.349815453,Marcadet-Poissonniers,METRO 12
48.85176205,2.326822569,Sèvres-Babylone,METRO 12
48.85849912,2.323167611,Solférino,METRO 12
48.8324491,2.288022141,Porte de Versailles,METRO 12
48.84373549,2.324353041,Montparnasse Bienvenüe,METRO 12
48.88459421,2.337949776,Abbesses,METRO 12
48.83709943,2.296231387,Convention,METRO 12
48.84447014,2.317852783,Falguière,METRO 12
48.84287128,2.312447513,Pasteur,METRO 12
48.8760475,2.337495845,Notre-Dame-de-Lorette,METRO 12
48.83951659,2.301107516,Vaugirard,METRO 12
48.88224953,2.337164539,Pigalle,METRO 12
48.85519632,2.325815567,Rue du Bac,METRO 12
48.82708545,2.279411682,Corentin Celton,METRO 12
48.82430937,2.273665557,Mairie d'Issy,METRO 12
48.90808244,2.377741481,Aimé Césaire,METRO 12
48.89241892,2.344764612,Jules Joffrin,METRO 12
48.87023324,2.325163547,Madeleine,METRO 12
48.84494263,2.328778027,Notre-Dame-des-Champs,METRO 12
48.87633026,2.333108894,Trinité d'Estienne d'Orves,METRO 12
48.91371055,2.380735606,Mairie d'Aubervilliers,METRO 12
48.88967407,2.338760651,Lamarck-Caulaincourt,METRO 12
48.84845785,2.327782128,Rennes,METRO 12
48.84150552,2.307948678,Volontaires,METRO 12
48.87567211,2.327842235,Saint-Lazare,METRO 12
48.89048545,2.359995766,Marx Dormoy,METRO 12
48.87817339,2.33785751,Saint-Georges,METRO 12
48.90656715,2.365920319,Front Populaire,METRO 12
48.89724529,2.359507869,Porte de la Chapelle,METRO 12
48.86078696,2.320998192,Assemblée Nationale,METRO 12
48.84705256,2.316424352,Duroc,METRO 13
48.81074649,2.301678555,Châtillon-Montrouge,METRO 13
48.83863165,2.322491748,Gaîté,METRO 13
48.88380453,2.327243411,Place de Clichy,METRO 13
48.84232744,2.320984834,Montparnasse-Bienvenüe,METRO 13
48.90609405,2.331830838,Garibaldi,METRO 13
48.93677679,2.359366296,Basilique de Saint-Denis,METRO 13
48.89058719,2.320174757,Brochant,METRO 13
48.91900756,2.342608014,Carrefour Pleyel,METRO 13
48.86760215,2.31389413,Champs-Élysées – Clemenceau,METRO 13
48.91638231,2.294685112,Gabriel Péri,METRO 13
48.88718395,2.325779675,La Fourche,METRO 13
48.92993589,2.356035794,Saint-Denis - Porte de Paris,METRO 13
48.930757,2.284174448,Les Courtilles,METRO 13
48.83422588,2.318616414,Pernety,METRO 13
48.83182565,2.314122323,Plaisance,METRO 13
48.8973748,2.328942813,Porte de Saint-Ouen,METRO 13
48.94586727,2.364636483,Saint-Denis - Université,METRO 13
48.92310378,2.286279578,Les Agnettes,METRO 13
48.87542072,2.325476374,Saint-Lazare,METRO 13
48.89425226,2.313772157,Porte de Clichy,METRO 13
48.81530753,2.297077797,Malakoff - Rue Étienne Dolet,METRO 13
48.87376999,2.314456036,Miromesnil,METRO 13
48.87963476,2.327022201,Liège,METRO 13
48.90323368,2.306010915,Mairie de Clichy,METRO 13
48.9119649,2.33392489,Mairie de Saint-Ouen,METRO 13
48.82779554,2.30553467,Porte de Vanves,METRO 13
48.85144171,2.314408121,Saint-François-Xavier,METRO 13
48.85687138,2.315056637,Varenne,METRO 13
48.82258371,2.298464192,Malakoff - Plateau de Vanves,METRO 13
48.86002846,2.313915119,Invalides,METRO 13
48.89220683,2.327219868,Guy Môquet,METRO 13
48.83333856,2.386632402,Cour Saint-Émilion,METRO 14
48.87066702,2.325752635,Madeleine,METRO 14
48.84000139,2.379554011,Bercy,METRO 14
48.75955015,2.366485372,Chevilly - Larue,METRO 14
48.77531361,2.354364943,L'Haÿ - les - Roses,METRO 14
48.91746894,2.346544622,Saint-Denis – Pleyel,METRO 14
48.89498081,2.312791962,Porte de Clichy,METRO 14
48.82142043,2.359055154,Maison Blanche,METRO 14
48.90449642,2.32174359,Saint-Ouen,METRO 14
48.82727084,2.368032648,Olympiades,METRO 14
48.8299902,2.375747983,Bibliothèque François Mitterrand,METRO 14
48.87571909,2.324224581,Saint-Lazare,METRO 14
48.86590674,2.334189542,Pyramides,METRO 14
48.88956083,2.315176897,Pont Cardinet,METRO 14
48.9132021,2.33466315,Mairie de Saint-Ouen,METRO 14
48.84348676,2.37392259,Gare de Lyon,METRO 14
48.85958966,2.346478184,Châtelet,METRO 14
48.82727084,2.368032648,Olympiades,METRO 14
48.7469787,2.372839697,Thiais - Orly,METRO 14
48.80981003,2.3497501,Hôpital Bicêtre,METRO 14
48.72808339,2.36259147,Aéroport d'Orly,METRO 14
48.84847429,2.395062305,Nation,METRO 2
48.86909116,2.380542586,Couronnes,METRO 2
48.87761019,2.370811395,Colonel Fabien,METRO 2
48.85806226,2.390860952,Philippe Auguste,METRO 2
48.87228311,2.376730722,Belleville,METRO 2
48.88439968,2.360399501,La Chapelle,METRO 2
48.88222543,2.338233469,Pigalle,METRO 2
48.86644681,2.38359911,Ménilmontant,METRO 2
48.8779727,2.298310374,Ternes,METRO 2
48.88162403,2.370259057,Jaurès,METRO 2
48.88109443,2.314721005,Villiers,METRO 2
48.88380394,2.350612999,Barbès-Rochechouart,METRO 2
48.87146658,2.277083018,Porte Dauphine,METRO 2
48.87481054,2.295801222,Charles De Gaulle-Étoile,METRO 2
48.85622809,2.394675655,Alexandre Dumas,METRO 2
48.86218375,2.387835956,Père Lachaise,METRO 2
48.88297277,2.344667074,Anvers,METRO 2
48.87932979,2.304070391,Courcelles,METRO 2
48.88355629,2.333379672,Blanche,METRO 2
48.86979856,2.285335095,Victor Hugo,METRO 2
48.85190532,2.397997315,Avron,METRO 2
48.88032519,2.308773836,Monceau,METRO 2
48.88399982,2.32853014,Place de Clichy,METRO 2
48.88428415,2.365821546,Stalingrad,METRO 2
48.88233342,2.321801731,Rome,METRO 2
48.86651446,2.360803503,Temple,METRO 3
48.86649634,2.351358916,Réaumur Sébastopol,METRO 3
48.86497811,2.396912847,Gambetta,METRO 3
48.88109443,2.314721005,Villiers,METRO 3
48.88489626,2.297724346,Pereire-Levallois,METRO 3
48.86312321,2.385882449,Père Lachaise,METRO 3
48.8713085,2.331493987,Opéra,METRO 3
48.869638,2.336232757,Quatre Septembre,METRO 3
48.8838092,2.304674441,Wagram,METRO 3
48.86460037,2.408031037,Porte de Bagnolet,METRO 3
48.89208279,2.285009501,Anatole France,METRO 3
48.86558648,2.356736757,Arts et Métiers,METRO 3
48.86428576,2.379741893,Rue Saint-Maur,METRO 3
48.87515129,2.324380555,Saint-Lazare,METRO 3
48.88289192,2.309052265,Malesherbes,METRO 3
48.86865415,2.341376051,Bourse,METRO 3
48.87877037,2.322265213,Europe,METRO 3
48.88870602,2.288083633,Louise Michel,METRO 3
48.86525379,2.37458197,Parmentier,METRO 3
48.86751302,2.346552336,Sentier,METRO 3
48.8971541,2.280413812,Pont de Levallois,METRO 3
48.86702679,2.364247995,République,METRO 3
48.86533532,2.416697273,Gallieni,METRO 3
48.88600615,2.293529966,Porte de Champerret,METRO 3
48.87351339,2.327543082,Havre-Caumartin,METRO 3
48.86516343,2.398746593,Gambetta,METRO 3bis
48.86844016,2.401561713,Pelleport,METRO 3bis
48.87711051,2.406729246,Porte des Lilas,METRO 3bis
48.87210144,2.404514942,Saint-Fargeau,METRO 3bis
48.87979369,2.355791908,Gare du Nord,METRO 4
48.86397248,2.349617564,Étienne Marcel,METRO 4
48.84687824,2.326792785,Saint-Placide,METRO 4
48.89434385,2.34743078,Simplon,METRO 4
48.81867641,2.319740313,Mairie de Montrouge,METRO 4
48.85107137,2.33070071,Saint-Sulpice,METRO 4
48.88341809,2.349674833,Barbès-Rochechouart,METRO 4
48.86251523,2.34578586,Les Halles,METRO 4
48.85316798,2.343285979,Saint-Michel,METRO 4
48.82818848,2.32716465,Alésia,METRO 4
48.86962886,2.354468813,Strasbourg-Saint-Denis,METRO 4
48.84378131,2.324397012,Montparnasse-Bienvenüe,METRO 4
48.85493638,2.347321317,Cité,METRO 4
48.89143955,2.349627158,Marcadet-Poissonniers,METRO 4
48.85230076,2.339727782,Odéon,METRO 4
48.83896428,2.330754192,Raspail,METRO 4
48.86673356,2.352829461,Réaumur Sébastopol,METRO 4
48.85371893,2.333776138,Saint-Germain-des-Prés,METRO 4
48.87599106,2.357880772,Gare de l'Est,METRO 4
48.88671097,2.34955943,Château Rouge,METRO 4
48.80363023,2.318053613,Bagneux - Lucie Aubrac,METRO 4
48.84221841,2.329008926,Vavin,METRO 4
48.89740222,2.344847749,Porte de Clignancourt,METRO 4
48.85971866,2.346768286,Châtelet,METRO 4
48.809704,2.317449188,Barbara,METRO 4
48.83111266,2.329705013,Mouton-Duvernet,METRO 4
48.82341163,2.325575636,Porte d'Orléans,METRO 4
48.83345086,2.331740131,Denfert-Rochereau,METRO 4
48.87262084,2.356153947,Château d'Eau,METRO 4
48.83097267,2.355580274,Place d'Italie,METRO 5
48.88841748,2.391784451,Porte de Pantin,METRO 5
48.89545467,2.42532689,Bobigny-Pantin - Raymond Queneau,METRO 5
48.88497056,2.378716923,Laumière,METRO 5
48.90637477,2.449189904,Bobigny Pablo Picasso,METRO 5
48.87612635,2.358047505,Gare de l'Est,METRO 5
48.84648465,2.365910107,Quai de la Rapée,METRO 5
48.84236008,2.365581703,Gare d'Austerlitz,METRO 5
48.88685693,2.385913174,Ourcq,METRO 5
48.86496415,2.367901415,Oberkampf,METRO 5
48.85987362,2.37191398,Richard Lenoir,METRO 5
48.88319332,2.371933129,Jaurès,METRO 5
48.88432566,2.367372039,Stalingrad,METRO 5
48.85614071,2.37020934,Bréguet-Sabin,METRO 5
48.87039639,2.36140021,Jacques Bonsergent,METRO 5
48.85343696,2.368736573,Bastille,METRO 5
48.8678271,2.363740437,République,METRO 5
48.8384273,2.360967168,Saint-Marcel,METRO 5
48.89122859,2.402352144,Hoche,METRO 5
48.88019549,2.357633205,Gare du Nord,METRO 5
48.89314999,2.412763045,Église de Pantin,METRO 5
48.83515254,2.358566256,Campo Formio,METRO 5
48.82979051,2.350414872,Corvisart,METRO 6
48.84267682,2.312812775,Pasteur,METRO 6
48.83290082,2.337135193,Saint-Jacques,METRO 6
48.83429298,2.33285231,Denfert-Rochereau,METRO 6
48.83904114,2.389620014,Dugommier,METRO 6
48.84750708,2.302968298,Cambronne,METRO 6
48.85744869,2.285812444,Passy,METRO 6
48.83704512,2.372825725,Quai de la Gare,METRO 6
48.87126214,2.29324065,Kléber,METRO 6
48.84133825,2.400918537,Bel-Air,METRO 6
48.83112955,2.343511658,Glacière,METRO 6
48.84874167,2.298930912,La Motte Picquet-Grenelle,METRO 6
48.84506158,2.40128902,Picpus,METRO 6
48.83092724,2.356121939,Place d'Italie,METRO 6
48.83896428,2.330754192,Raspail,METRO 6
48.84210221,2.321278563,Montparnasse-Bienvenüe,METRO 6
48.85394261,2.289334533,Bir-Hakeim,METRO 6
48.83954965,2.395703289,Daumesnil,METRO 6
48.83321672,2.3628564,Nationale,METRO 6
48.84562697,2.309531491,Sèvres-Lecourbe,METRO 6
48.86361094,2.287580163,Trocadéro,METRO 6
48.84038875,2.379911271,Bercy,METRO 6
48.84066323,2.326384611,Edgar Quinet,METRO 6
48.87474865,2.295560256,Charles De Gaulle-Étoile,METRO 6
48.84737488,2.395461995,Nation,METRO 6
48.86698311,2.290058834,Boissière,METRO 6
48.85043455,2.293612437,Dupleix,METRO 6
48.83494772,2.36812633,Chevaleret,METRO 6
48.87600859,2.344572482,Cadet,METRO 7
48.87497175,2.340575982,Le Peletier,METRO 7
48.8359303,2.352542266,Les Gobelins,METRO 7
48.8105208,2.384289601,Mairie d'Ivry,METRO 7
48.83143363,2.355643643,Place d'Italie,METRO 7
48.85162059,2.361524966,Sully-Morland,METRO 7
48.82135578,2.369290587,Porte d'Ivry,METRO 7
48.80468812,2.363953197,Villejuif - Léo Lagrange,METRO 7
48.8784443,2.361965302,Château-Landon,METRO 7
48.89090645,2.377090439,Crimée,METRO 7
48.81012996,2.362263387,Le Kremlin-Bicêtre,METRO 7
48.86282967,2.3368784,Palais Royal - Musée du Louvre,METRO 7
48.81593076,2.377267202,Pierre et Marie Curie,METRO 7
48.85357547,2.357162572,Pont Marie,METRO 7
48.91494976,2.404409089,Fort d'Aubervilliers,METRO 7
48.89738989,2.385508388,Porte de la Villette,METRO 7
48.84023384,2.351606475,Censier-Daubenton,METRO 7
48.89465586,2.382160158,Corentin Cariou,METRO 7
48.90378388,2.392221223,Aubervilliers Pantin - Quatre Chemins,METRO 7
48.84286683,2.352224728,Place Monge,METRO 7
48.81987622,2.364531953,Porte de Choisy,METRO 7
48.81922335,2.359705217,Porte d'Italie,METRO 7
48.86573787,2.334437715,Pyramides,METRO 7
48.79648308,2.36826954,Villejuif Paul Vaillant-Couturier,METRO 7
48.88094656,2.364993472,Louis Blanc,METRO 7
48.85855383,2.342232759,Pont Neuf,METRO 7
48.88796756,2.373456888,Riquet,METRO 7
48.87325275,2.333946683,Chaussée d'Antin - La Fayette,METRO 7
48.84595067,2.355050264,Jussieu,METRO 7
48.86993904,2.332592489,Opéra,METRO 7
48.78756279,2.367804106,Villejuif - Louis Aragon,METRO 7
48.8762727,2.358057907,Gare de l'Est,METRO 7
48.92078597,2.410598616,La Courneuve 8 Mai 1945,METRO 7
48.82218266,2.358551348,Maison Blanche,METRO 7
48.82642601,2.357245651,Tolbiac,METRO 7
48.87710019,2.348775557,Poissonnière,METRO 7
48.85694274,2.348147481,Châtelet,METRO 7
48.88479825,2.369580856,Stalingrad,METRO 7
48.88246525,2.370157962,Jaurès,METRO 7bis
48.87851411,2.381614512,Buttes-Chaumont,METRO 7bis
48.87694985,2.392983965,Place des Fêtes,METRO 7bis
48.88027196,2.398468172,Pré Saint-Gervais,METRO 7bis
48.88066746,2.374495966,Bolivar,METRO 7bis
48.88119212,2.364378741,Louis Blanc,METRO 7bis
48.87949311,2.38856687,Botzaris,METRO 7bis
48.88181611,2.394012398,Danube,METRO 7bis
48.84274678,2.291912413,Félix Faure,METRO 8
48.86325794,2.366661093,Filles du Calvaire,METRO 8
48.85772541,2.310565961,La Tour Maubourg,METRO 8
48.85710326,2.368184115,Chemin Vert,METRO 8
48.78992047,2.450511528,Créteil-Université,METRO 8
48.84479476,2.293951964,Commerce,METRO 8
48.86681837,2.322082849,Concorde,METRO 8
48.85017786,2.38409221,Faidherbe Chaligny,METRO 8
48.86963317,2.326272274,Madeleine,METRO 8
48.8440656,2.390482134,Montgallet,METRO 8
48.83873486,2.282143378,Lourmel,METRO 8
48.83478516,2.405383211,Porte Dorée,METRO 8
48.86038128,2.31489073,Invalides,METRO 8
48.82189794,2.413132938,Charenton-Écoles,METRO 8
48.76881073,2.464280071,Créteil - Pointe du Lac,METRO 8
48.8694022,2.353818794,Strasbourg-Saint-Denis,METRO 8
48.87059048,2.348491131,Bonne Nouvelle,METRO 8
48.85343943,2.369513568,Bastille,METRO 8
48.78000283,2.459363129,Créteil–Préfecture,METRO 8
48.83944543,2.396182886,Daumesnil,METRO 8
48.83711701,2.402333165,Michel Bizot,METRO 8
48.85152371,2.375101034,Ledru Rollin,METRO 8
48.84712872,2.387025242,Reuilly-Diderot,METRO 8
48.87169298,2.338463081,Richelieu-Drouot,METRO 8
48.84109406,2.287945766,Boucicaut,METRO 8
48.81480301,2.422376143,École Vétérinaire de Maisons-Alfort,METRO 8
48.82662007,2.405851944,Liberté,METRO 8
48.87048333,2.331186347,Opéra,METRO 8
48.86760088,2.36275738,République,METRO 8
48.80914436,2.434509896,Maisons-Alfort-Stade,METRO 8
48.80335524,2.445574101,Maisons-Alfort-Les Juilliottes,METRO 8
48.85489057,2.306403486,École Militaire,METRO 8
48.86116886,2.367210868,Saint-Sébastien-Froissart,METRO 8
48.8327367,2.400310403,Porte de Charenton,METRO 8
48.79668213,2.449412805,Créteil–L’Échat,METRO 8
48.84957521,2.298625127,La Motte Picquet-Grenelle,METRO 8
48.87125655,2.344561061,Grands Boulevards,METRO 8
48.8362953,2.27833026,Balard,METRO 8
48.86476684,2.300991003,Alma-Marceau,METRO 9
48.83362878,2.243578629,Marcel Sembat,METRO 9
48.8677803,2.3629287,République,METRO 9
48.85787849,2.380020644,Voltaire,METRO 9
48.85778351,2.434538451,Croix de Chavaux,METRO 9
48.87280448,2.334456291,Chaussée d'Antin - La Fayette,METRO 9
48.87125655,2.344561061,Grands Boulevards,METRO 9
48.84241277,2.259608473,Exelmans,METRO 9
48.84789565,2.264082031,Michel Ange-Auteuil,METRO 9
48.85377279,2.411894837,Porte de Montreuil,METRO 9
48.83796121,2.25712223,Porte de Saint-Cloud,METRO 9
48.86229941,2.441521809,Mairie de Montreuil,METRO 9
48.85272512,2.406089162,Maraîchers,METRO 9
48.86501901,2.368011378,Oberkampf,METRO 9
48.87204586,2.310018932,Saint-Philippe du Roule,METRO 9
48.85548505,2.270109139,Ranelagh,METRO 9
48.85197521,2.401927285,Buzenval,METRO 9
48.87447568,2.322001789,Saint-Augustin,METRO 9
48.83173796,2.237436787,Billancourt,METRO 9
48.85509449,2.38469976,Charonne,METRO 9
48.87059048,2.348491131,Bonne Nouvelle,METRO 9
